	L1	L10	L100	L101	L102	L103	L104	L105	L106	L107	L108	L109	L11	L110	L111	L112	L113	L114	L115	L116	L117	L118	L119	L12	L120	L121	L122	L123	L124	L125	L126	L127	L128	L129	L13	L130	L131	L132	L133	L134	L135	L136	L137	L138	L139	L14	L140	L141	L142	L143	L144	L15	L16	L17	L18	L19	L2	L20	L21	L22	L23	L24	L25	L26	L27	L28	L29	L3	L30	L31	L32	L33	L34	L35	L36	L37	L38	L39	L40	L41	L42	L43	L44	L45	L46	L48	L49	L5	L50	L51	L53	L54	L55	L56	L57	L58	L59	L6	L60	L61	L62	L63	L64	L65	L66	L67	L68	L69	L7	L70	L71	L72	L73	L75	L76	L77	L78	L79	L8	L80	L81	L82	L84	L85	L86	L87	L88	L89	L9	L90	L91	L93	L94	L95	L96	L97	L98	L99
L63	0.85	0.8539325842696629	0.8533333333333334	0.8141592920353983	0.8315789473684211	0.8227848101265823	0.7522123893805309	0.875	0.8586956521739131	0.8208955223880597	0.8645833333333334	0.7362637362637363	0.8166666666666667	0.875	0.7551020408163265	0.8571428571428571	0.8111111111111111	0.7906976744186046	0.811965811965812	0.8	0.8118811881188119	0.8681318681318682	0.8608695652173913	0.7821782178217822	0.8765432098765432	0.9029126213592233	0.7872340425531915	0.8173913043478261	0.8350515463917526	0.8235294117647058	0.8658536585365854	0.8333333333333334	0.9342105263157895	0.9010989010989011	0.8260869565217391	0.9397590361445783	0.8461538461538461	0.7872340425531915	0.8114754098360656	0.8571428571428571	0.8482142857142857	0.8383838383838383	0.8660714285714286	0.8444444444444444	0.8118811881188119	0.8645833333333334	0.8247422680412371	0.8709677419354839	0.8314606741573034	0.8425925925925926	0.8243243243243243	0.7948717948717948	0.8571428571428571	0.9	0.8653846153846154	0.819047619047619	0.8620689655172413	0.7787610619469026	0.8817204301075269	0.8255813953488372	0.797979797979798	0.8764044943820225	0.8969072164948454	0.8297872340425532	0.8181818181818182	0.8390804597701149	0.8414634146341463	0.7659574468085106	0.7956989247311828	0.8189655172413793	0.8354430379746836	0.8111111111111111	0.8604651162790697	0.8	0.8734177215189873	0.8095238095238095	0.8214285714285714	0.7906976744186046	0.8367346938775511	0.8409090909090909	0.8333333333333334	0.819047619047619	0.8089887640449438	0.8588235294117647	0.84375	0.85	0.8585858585858586	0.9072164948453608	0.8888888888888888	0.8080808080808081	0.7951807228915663	0.8658536585365854	0.8095238095238095	0.8191489361702128	0.9058823529411765	0.8690476190476191	0.8045977011494253	0.8454545454545455	0.82	0.7448979591836735	0.76	0.0	0.8085106382978723	0.7714285714285715	0.8333333333333334	0.9743589743589743	0.9069767441860465	0.8347826086956521	0.8210526315789474	0.7684210526315789	0.7304347826086957	0.8301886792452831	0.77	0.8	0.8192771084337349	0.808695652173913	0.8	0.8461538461538461	0.9259259259259259	0.83	0.8303571428571429	0.898876404494382	0.8854166666666666	0.89	0.8888888888888888	0.8490566037735849	0.9529411764705882	0.865979381443299	0.9010989010989011	0.788235294117647	0.8852459016393442	0.8981481481481481	0.8260869565217391	0.8691588785046729	0.8461538461538461	0.8181818181818182	0.8961038961038961	0.7706422018348624
L64	0.8214285714285714	0.6666666666666666	0.8888888888888888	0.7586206896551724	0.7121212121212122	0.8035714285714286	0.7222222222222222	0.8765432098765432	0.7258064516129032	0.831858407079646	0.7230769230769231	0.7638888888888888	0.7111111111111111	0.6226415094339622	0.7368421052631579	0.7272727272727273	0.8088235294117647	0.7	0.7717391304347826	0.7936507936507936	0.7792207792207793	0.7580645161290323	0.7349397590361446	0.6891891891891891	0.8392857142857143	0.8552631578947368	0.7058823529411765	0.8541666666666666	0.7205882352941176	0.8247422680412371	0.7115384615384616	0.7872340425531915	0.8297872340425532	0.8253968253968254	0.7384615384615385	0.8076923076923077	0.7466666666666667	0.7428571428571429	0.8217821782178217	0.6792452830188679	0.8023255813953488	0.7101449275362319	0.7530864197530864	0.631578947368421	0.8674698795180723	0.7611940298507462	0.625	0.86	0.631578947368421	0.7777777777777778	0.8703703703703703	0.6781609195402298	0.65625	0.6964285714285714	0.7733333333333333	0.7901234567901234	0.7413793103448276	0.8085106382978723	0.8529411764705882	0.8095238095238095	0.6901408450704225	0.8064516129032258	0.6935483870967742	0.6875	0.7	0.7068965517241379	0.7222222222222222	0.7671232876712328	0.676923076923077	0.7528089887640449	0.7777777777777778	0.734375	0.7586206896551724	0.6666666666666666	0.7647058823529411	0.6621621621621622	0.7627118644067796	0.8	0.7605633802816901	0.7741935483870968	0.8596491228070176	0.8192771084337349	0.7301587301587301	0.7758620689655172	0.7681159420289855	0.7777777777777778	0.7571428571428571	0.6885245901639344	0.8571428571428571	0.8051948051948052	0.7666666666666667	0.8448275862068966	0.819047619047619	0.7313432835820896	0.8245614035087719	0.7894736842105263	0.6779661016949152	0.7051282051282052	0.704225352112676	0.7564102564102564	0.7818181818181819	0.8085106382978723	0.0	0.6794871794871795	0.7962962962962963	0.9411764705882353	0.8070175438596491	0.851063829787234	0.7714285714285715	0.6617647058823529	0.7096774193548387	0.7105263157894737	0.7236842105263158	0.6571428571428571	0.7368421052631579	0.7528089887640449	0.6865671641791045	0.7631578947368421	0.78	0.6811594202898551	0.75	0.7796610169491526	0.7910447761194029	0.8356164383561644	0.7666666666666667	0.8837209302325582	0.8947368421052632	0.8	0.7666666666666667	0.7377049180327869	0.8172043010752689	0.8076923076923077	0.6984126984126984	0.7974683544303798	0.6140350877192983	0.7866666666666666	0.82	0.7441860465116279
L65	0.7794117647058824	0.726027397260274	0.8153846153846154	0.7244897959183674	0.725	0.8169014084507042	0.7777777777777778	0.851063829787234	0.72	0.8267716535433071	0.7804878048780488	0.7380952380952381	0.7211538461538461	0.7323943661971831	0.686046511627907	0.7391304347826086	0.7435897435897436	0.75	0.7850467289719626	0.726027397260274	0.7528089887640449	0.810126582278481	0.7291666666666666	0.5925925925925926	0.8115942028985508	0.8314606741573034	0.6538461538461539	0.8240740740740741	0.8045977011494253	0.7523809523809524	0.7647058823529411	0.7757009345794392	0.8571428571428571	0.8333333333333334	0.7307692307692307	0.855072463768116	0.7666666666666667	0.8068181818181818	0.7636363636363637	0.7205882352941176	0.7628865979381443	0.7073170731707317	0.7311827956989247	0.6805555555555556	0.8191489361702128	0.75	0.7037037037037037	0.8198198198198198	0.6986301369863014	0.7252747252747253	0.8181818181818182	0.7307692307692307	0.7125	0.7323943661971831	0.8404255319148937	0.776595744680851	0.6956521739130435	0.7475728155339806	0.8414634146341463	0.7397260273972602	0.6904761904761905	0.7702702702702703	0.6756756756756757	0.6883116883116883	0.7727272727272727	0.704225352112676	0.7164179104477612	0.7840909090909091	0.6962025316455697	0.7450980392156863	0.7424242424242424	0.6388888888888888	0.7285714285714285	0.6323529411764706	0.7692307692307693	0.6818181818181818	0.8	0.75	0.7195121951219512	0.76	0.8450704225352113	0.75	0.7564102564102564	0.7605633802816901	0.7710843373493976	0.7611940298507462	0.7469879518072289	0.7721518987341772	0.8088235294117647	0.8279569892473119	0.7534246575342466	0.8	0.8151260504201681	0.7857142857142857	0.8493150684931506	0.7536231884057971	0.6986301369863014	0.717391304347826	0.7752808988764045	0.7608695652173914	0.8333333333333334	0.7714285714285715	0.6794871794871795	0.0	0.8115942028985508	0.9076923076923077	0.7681159420289855	0.75	0.7590361445783133	0.6329113924050633	0.6568627450980392	0.75	0.6588235294117647	0.6626506024096386	0.6716417910447762	0.7070707070707071	0.618421052631579	0.7528089887640449	0.8181818181818182	0.6666666666666666	0.7157894736842105	0.8133333333333334	0.8192771084337349	0.8409090909090909	0.8181818181818182	0.8469387755102041	0.918918918918919	0.7682926829268293	0.7534246575342466	0.7123287671232876	0.8660714285714286	0.8297872340425532	0.7142857142857143	0.7692307692307693	0.7027027027027027	0.7441860465116279	0.8307692307692308	0.6702127659574468
L66	0.8157894736842105	0.8043478260869565	0.8181818181818182	0.84	0.72	0.8205128205128205	0.8395061728395061	0.90625	0.7916666666666666	0.89	0.8301886792452831	0.8070175438596491	0.8823529411764706	0.8695652173913043	0.8636363636363636	0.775	0.8235294117647058	0.8367346938775511	0.9176470588235294	0.8541666666666666	0.859375	0.8333333333333334	0.8947368421052632	0.7741935483870968	0.8421052631578947	0.9180327868852459	0.7358490566037735	0.9651162790697675	0.8813559322033898	0.8227848101265823	0.7222222222222222	0.9186046511627907	0.9032258064516129	0.9183673469387755	0.8490566037735849	0.8611111111111112	0.8939393939393939	0.7358490566037735	0.8333333333333334	0.7435897435897436	0.9210526315789473	0.8275862068965517	0.8732394366197183	0.7872340425531915	0.859375	0.8076923076923077	0.864406779661017	0.9186046511627907	0.7333333333333333	0.8857142857142857	0.7878787878787878	0.8395061728395061	0.8181818181818182	0.8444444444444444	0.873015873015873	0.8153846153846154	0.7619047619047619	0.8625	0.9038461538461539	0.7441860465116279	0.8923076923076924	0.8222222222222222	0.8679245283018868	0.7884615384615384	0.90625	0.7727272727272727	0.7027027027027027	0.85	0.8392857142857143	0.8607594936708861	0.7837837837837838	0.6666666666666666	0.813953488372093	0.7777777777777778	0.7647058823529411	0.8181818181818182	0.7906976744186046	0.86	0.864406779661017	0.75	0.8108108108108109	0.8840579710144928	0.82	0.8095238095238095	0.7692307692307693	0.75	0.8214285714285714	0.8867924528301887	0.8055555555555556	0.8548387096774194	0.675	0.7894736842105263	0.8804347826086957	0.8148148148148148	0.9047619047619048	0.8837209302325582	0.7608695652173914	0.8732394366197183	0.7543859649122807	0.8307692307692308	0.7567567567567568	0.8333333333333334	0.7962962962962963	0.8115942028985508	0.0	0.9354838709677419	0.825	0.9259259259259259	0.8392857142857143	0.7037037037037037	0.8352941176470589	0.8507462686567164	0.8307692307692308	0.7833333333333333	0.6216216216216216	0.9024390243902439	0.7358490566037735	0.8225806451612904	0.8571428571428571	0.75	0.8947368421052632	0.7560975609756098	0.8235294117647058	0.8363636363636363	0.7954545454545454	0.8636363636363636	0.95	0.8545454545454545	0.8222222222222222	0.782608695652174	0.9146341463414634	0.8387096774193549	0.78	0.8955223880597015	0.7916666666666666	0.8135593220338984	0.6896551724137931	0.7916666666666666
L67	0.9375	0.926829268292683	0.9629629629629629	0.9295774647887324	0.9183673469387755	0.90625	0.9625	0.9649122807017544	0.9318181818181818	0.9690721649484536	0.9375	0.9038461538461539	0.9230769230769231	0.9210526315789473	0.9152542372881356	0.9142857142857143	0.8863636363636364	0.9047619047619048	0.9615384615384616	0.9523809523809523	0.9122807017543859	0.9285714285714286	0.9104477611940298	0.8793103448275862	0.9354838709677419	0.9215686274509803	0.9433962264150944	0.9315068493150684	0.9423076923076923	0.935064935064935	0.8709677419354839	0.9487179487179487	0.85	0.95	0.9361702127659575	0.8888888888888888	0.9122807017543859	0.9230769230769231	0.9518072289156626	0.9142857142857143	0.9076923076923077	0.9245283018867925	0.921875	0.9302325581395349	0.9310344827586207	0.9375	0.9433962264150944	0.935064935064935	0.9545454545454546	0.9365079365079365	1.0	0.9493670886075949	0.9615384615384616	0.9210526315789473	0.9473684210526315	0.9354838709677419	0.9210526315789473	0.9473684210526315	0.9545454545454546	0.868421052631579	0.9298245614035088	0.9230769230769231	0.8863636363636364	0.96	0.9074074074074074	0.925	0.9117647058823529	0.9259259259259259	0.9411764705882353	0.9466666666666667	0.9032258064516129	0.9347826086956522	0.918918918918919	0.9	0.8928571428571429	0.9193548387096774	1.0	0.9777777777777777	0.9019607843137255	0.926829268292683	0.96875	0.8813559322033898	0.9565217391304348	0.9166666666666666	0.94	0.8666666666666667	0.9622641509433962	0.9333333333333333	0.9333333333333333	0.9473684210526315	0.975609756097561	0.9393939393939394	0.9302325581395349	0.9183673469387755	0.9393939393939394	0.9722222222222222	0.9047619047619048	0.921875	0.9655172413793104	0.9516129032258065	0.9705882352941176	0.9743589743589743	0.9411764705882353	0.9076923076923077	0.9354838709677419	0.0	0.875	0.8985507246376812	0.92	0.9272727272727272	0.9135802469135802	0.96875	0.9516129032258065	0.9310344827586207	0.918918918918919	0.9324324324324325	0.9230769230769231	0.9310344827586207	0.8846153846153846	0.9272727272727272	0.9264705882352942	0.918918918918919	0.9574468085106383	0.8958333333333334	0.9230769230769231	0.9508196721311475	1.0	0.9166666666666666	0.9230769230769231	0.9024390243902439	0.9315068493150684	0.9298245614035088	0.9361702127659575	0.9672131147540983	0.9318181818181818	0.9074074074074074	0.92	0.8823529411764706
L68	0.8571428571428571	0.7391304347826086	0.8	0.8607594936708861	0.7115384615384616	0.775	0.8588235294117647	0.8939393939393939	0.7551020408163265	0.8823529411764706	0.75	0.7966101694915254	0.8192771084337349	0.7777777777777778	0.78125	0.7619047619047619	0.7647058823529411	0.6666666666666666	0.8414634146341463	0.8163265306122449	0.8307692307692308	0.82	0.84	0.746031746031746	0.8536585365853658	0.8305084745762712	0.75	0.9047619047619048	0.85	0.8148148148148148	0.7105263157894737	0.8433734939759037	0.7666666666666667	0.9019607843137255	0.8571428571428571	0.7428571428571429	0.8125	0.7719298245614035	0.9021739130434783	0.7906976744186046	0.8666666666666667	0.7758620689655172	0.8472222222222222	0.8	0.8985507246376812	0.7254901960784313	0.8135593220338984	0.9090909090909091	0.7755102040816326	0.8591549295774648	0.8055555555555556	0.8588235294117647	0.7636363636363637	0.7209302325581395	0.8064516129032258	0.8405797101449275	0.75	0.7792207792207793	0.8679245283018868	0.7608695652173914	0.8095238095238095	0.7272727272727273	0.6875	0.7307692307692307	0.8412698412698413	0.7333333333333333	0.7560975609756098	0.819672131147541	0.7407407407407407	0.8795180722891566	0.8292682926829268	0.7647058823529411	0.8	0.7391304347826086	0.7142857142857143	0.8088235294117647	0.9215686274509803	0.8	0.7272727272727273	0.7916666666666666	0.825	0.7878787878787878	0.8301886792452831	0.7954545454545454	0.8245614035087719	0.7368421052631579	0.7454545454545455	0.8076923076923077	0.7222222222222222	0.9117647058823529	0.7555555555555555	0.7435897435897436	0.8723404255319149	0.7818181818181819	0.8604651162790697	0.8666666666666667	0.723404255319149	0.7794117647058824	0.8253968253968254	0.8714285714285714	0.8048780487804879	0.9069767441860465	0.8070175438596491	0.7681159420289855	0.825	0.875	0.0	0.8311688311688312	0.7857142857142857	0.7627118644067796	0.8275862068965517	0.8405797101449275	0.803030303030303	0.7741935483870968	0.7441860465116279	0.8076923076923077	0.7719298245614035	0.8484848484848485	0.696969696969697	0.7413793103448276	0.8082191780821918	0.7441860465116279	0.8333333333333334	0.8448275862068966	0.782608695652174	0.9315068493150684	0.9285714285714286	0.8620689655172413	0.782608695652174	0.7708333333333334	0.891566265060241	0.8461538461538461	0.7450980392156863	0.8507462686567164	0.803921568627451	0.7833333333333333	0.7575757575757576	0.8311688311688312
L69	0.8421052631578947	0.8735632183908046	0.8611111111111112	0.7378640776699029	0.8494623655913979	0.8133333333333334	0.8189655172413793	0.7849462365591398	0.8255813953488372	0.8507462686567164	0.8068181818181818	0.7528089887640449	0.7222222222222222	0.8554216867469879	0.7578947368421053	0.8641975308641975	0.7125	0.7804878048780488	0.7837837837837838	0.8333333333333334	0.7659574468085106	0.8488372093023255	0.7425742574257426	0.7604166666666666	0.9125	0.7752808988764045	0.8297872340425532	0.831858407079646	0.8526315789473684	0.7522935779816514	0.8589743589743589	0.8275862068965517	0.9	0.8433734939759037	0.8571428571428571	0.8493150684931506	0.7916666666666666	0.8421052631578947	0.8151260504201681	0.85	0.7373737373737373	0.8191489361702128	0.7319587628865979	0.8095238095238095	0.8041237113402062	0.8461538461538461	0.7640449438202247	0.7522935779816514	0.8372093023255814	0.7525773195876289	0.8933333333333333	0.8389830508474576	0.851063829787234	0.782051282051282	0.8712871287128713	0.7878787878787878	0.8554216867469879	0.8141592920353983	0.8636363636363636	0.8024691358024691	0.8020833333333334	0.8292682926829268	0.788235294117647	0.8351648351648352	0.7582417582417582	0.8313253012048193	0.8625	0.7956989247311828	0.8260869565217391	0.696078431372549	0.8860759493670886	0.8426966292134831	0.810126582278481	0.759493670886076	0.8666666666666667	0.8137254901960784	0.9204545454545454	0.7951807228915663	0.8043478260869565	0.8470588235294118	0.9125	0.723404255319149	0.8409090909090909	0.8658536585365854	0.8369565217391305	0.7945205479452054	0.8279569892473119	0.8275862068965517	0.8533333333333334	0.8125	0.8292682926829268	0.8589743589743589	0.7521367521367521	0.8369565217391305	0.8441558441558441	0.8481012658227848	0.8235294117647058	0.7448979591836735	0.9038461538461539	0.8446601941747572	0.8734177215189873	0.8347826086956521	0.851063829787234	0.75	0.9259259259259259	0.8985507246376812	0.8311688311688312	0.0	0.7142857142857143	0.8229166666666666	0.6972477064220184	0.8349514563106796	0.7473684210526316	0.7789473684210526	0.8395061728395061	0.67	0.8172043010752689	0.7789473684210526	0.8142857142857143	0.8105263157894737	0.73	0.8941176470588236	0.9042553191489362	0.7261904761904762	0.8571428571428571	0.8080808080808081	0.9240506329113924	0.7529411764705882	0.8705882352941177	0.8072289156626506	0.7889908256880734	0.826530612244898	0.8314606741573034	0.7684210526315789	0.8901098901098901	0.7159090909090909	0.875	0.7128712871287128
L7	0.7777777777777778	0.7936507936507936	0.8235294117647058	0.851063829787234	0.75	0.7818181818181819	0.776595744680851	0.8181818181818182	0.7049180327868853	0.7889908256880734	0.7424242424242424	0.6911764705882353	0.7111111111111111	0.7833333333333333	0.72	0.7931034482758621	0.7538461538461538	0.6779661016949152	0.7849462365591398	0.8125	0.7466666666666667	0.7777777777777778	0.7790697674418605	0.6891891891891891	0.8392857142857143	0.8082191780821918	0.7058823529411765	0.8421052631578947	0.7391304347826086	0.7608695652173914	0.7818181818181819	0.8367346938775511	0.8043478260869565	0.8787878787878788	0.7941176470588235	0.8076923076923077	0.810126582278481	0.7428571428571429	0.8217821782178217	0.7931034482758621	0.7738095238095238	0.8133333333333334	0.7375	0.7619047619047619	0.825	0.7424242424242424	0.625	0.8484848484848485	0.7619047619047619	0.7777777777777778	0.7551020408163265	0.75	0.696969696969697	0.7192982456140351	0.7567567567567568	0.7272727272727273	0.7627118644067796	0.7555555555555555	0.7619047619047619	0.7068965517241379	0.6901408450704225	0.7017543859649122	0.7538461538461538	0.746268656716418	0.7361111111111112	0.7288135593220338	0.7454545454545455	0.7323943661971831	0.676923076923077	0.7386363636363636	0.8	0.7727272727272727	0.6909090909090909	0.6666666666666666	0.7884615384615384	0.7468354430379747	0.8769230769230769	0.78125	0.7058823529411765	0.7741935483870968	0.8392857142857143	0.8048780487804879	0.75	0.8166666666666667	0.7681159420289855	0.7777777777777778	0.7916666666666666	0.6885245901639344	0.7924528301886793	0.8205128205128205	0.7666666666666667	0.7818181818181819	0.7961165048543689	0.7681159420289855	0.8448275862068966	0.8103448275862069	0.7619047619047619	0.7682926829268293	0.8205128205128205	0.8313253012048193	0.8035714285714286	0.8210526315789474	0.7714285714285715	0.7590361445783133	0.8392857142857143	0.92	0.7857142857142857	0.7142857142857143	0.0	0.7534246575342466	0.7628865979381443	0.7272727272727273	0.6891891891891891	0.7297297297297297	0.7796610169491526	0.7093023255813954	0.7428571428571429	0.7631578947368421	0.78	0.7	0.7790697674418605	0.7586206896551724	0.8088235294117647	0.7857142857142857	0.7666666666666667	0.8837209302325582	0.875	0.746268656716418	0.8064516129032258	0.7377049180327869	0.8043478260869565	0.8076923076923077	0.71875	0.782051282051282	0.7846153846153846	0.7183098591549296	0.7446808510638298	0.7294117647058823
L70	0.7090909090909091	0.6721311475409836	0.7962962962962963	0.7159090909090909	0.6153846153846154	0.8	0.6206896551724138	0.8571428571428571	0.6666666666666666	0.808695652173913	0.7605633802816901	0.7792207792207793	0.7525773195876289	0.6551724137931034	0.7682926829268293	0.6842105263157895	0.7714285714285715	0.703125	0.7708333333333334	0.6271186440677966	0.7777777777777778	0.7384615384615385	0.75	0.5833333333333334	0.8135593220338984	0.8641975308641975	0.546875	0.883495145631068	0.8205128205128205	0.7604166666666666	0.7142857142857143	0.7731958762886598	0.8235294117647058	0.8714285714285714	0.6190476190476191	0.7592592592592593	0.7625	0.7083333333333334	0.7474747474747475	0.75	0.8131868131868132	0.6944444444444444	0.7674418604651163	0.6166666666666667	0.8488372093023255	0.7058823529411765	0.6714285714285714	0.8666666666666667	0.5689655172413793	0.7469879518072289	0.7777777777777778	0.6956521739130435	0.6417910447761194	0.6551724137931034	0.7564102564102564	0.7439024390243902	0.631578947368421	0.6235294117647059	0.7794117647058824	0.6440677966101694	0.6756756756756757	0.6610169491525424	0.65625	0.5645161290322581	0.8	0.5964912280701754	0.6296296296296297	0.7162162162162162	0.578125	0.7391304347826086	0.660377358490566	0.5423728813559322	0.625	0.5535714285714286	0.6923076923076923	0.5753424657534246	0.6779661016949152	0.8142857142857143	0.7083333333333334	0.65	0.7272727272727273	0.8023255813953488	0.75	0.6896551724137931	0.6956521739130435	0.7543859649122807	0.704225352112676	0.75	0.7454545454545455	0.8313253012048193	0.6610169491525424	0.7586206896551724	0.7475728155339806	0.75	0.8571428571428571	0.7241379310344828	0.639344262295082	0.7228915662650602	0.6527777777777778	0.6753246753246753	0.7586206896551724	0.7684210526315789	0.6617647058823529	0.6329113924050633	0.7037037037037037	0.9272727272727272	0.7627118644067796	0.8229166666666666	0.7534246575342466	0.0	0.6842105263157895	0.6447368421052632	0.64	0.5441176470588235	0.5192307692307693	0.7111111111111111	0.47540983606557374	0.7468354430379747	0.7777777777777778	0.5671641791044776	0.7058823529411765	0.7377049180327869	0.7887323943661971	0.875	0.746031746031746	0.9021739130434783	0.9206349206349206	0.7638888888888888	0.6379310344827587	0.6984126984126984	0.85	0.8470588235294118	0.6818181818181818	0.7804878048780488	0.6229508196721312	0.7532467532467533	0.7924528301886793	0.6385542168674698
L71	0.8095238095238095	0.7640449438202247	0.8809523809523809	0.7207207207207207	0.7340425531914894	0.8390804597701149	0.7264957264957265	0.8207547169811321	0.7444444444444445	0.8309859154929577	0.78125	0.7448979591836735	0.6607142857142857	0.7411764705882353	0.6597938144329897	0.8045977011494253	0.7222222222222222	0.7692307692307693	0.7542372881355932	0.735632183908046	0.7070707070707071	0.7666666666666667	0.7247706422018348	0.6494845360824743	0.8352941176470589	0.8252427184466019	0.6881720430107527	0.819672131147541	0.8365384615384616	0.6902654867256637	0.7976190476190477	0.7768595041322314	0.9012345679012346	0.7727272727272727	0.7391304347826086	0.8433734939759037	0.6938775510204082	0.7551020408163265	0.7952755905511811	0.7619047619047619	0.7982456140350878	0.7575757575757576	0.7727272727272727	0.7126436781609196	0.8256880733944955	0.7684210526315789	0.7157894736842105	0.7768595041322314	0.6823529411764706	0.7570093457943925	0.8554216867469879	0.6814159292035398	0.7628865979381443	0.797752808988764	0.8545454545454545	0.7547169811320755	0.797752808988764	0.773109243697479	0.8686868686868687	0.7888888888888889	0.7171717171717171	0.8387096774193549	0.75	0.7446808510638298	0.6413043478260869	0.7325581395348837	0.7283950617283951	0.7961165048543689	0.75	0.6818181818181818	0.7951807228915663	0.75	0.7816091954022989	0.6904761904761905	0.8313253012048193	0.7087378640776699	0.8241758241758241	0.7956989247311828	0.7551020408163265	0.8043478260869565	0.875	0.7058823529411765	0.8125	0.8202247191011236	0.7857142857142857	0.7804878048780488	0.79	0.8125	0.8470588235294118	0.7766990291262136	0.8131868131868132	0.8522727272727273	0.6610169491525424	0.797979797979798	0.8390804597701149	0.8160919540229885	0.7126436781609196	0.7142857142857143	0.8333333333333334	0.7403846153846154	0.8390804597701149	0.7304347826086957	0.7096774193548387	0.6568627450980392	0.8352941176470589	0.9135802469135802	0.8275862068965517	0.6972477064220184	0.7628865979381443	0.6842105263157895	0.0	0.7663551401869159	0.6494845360824743	0.6086956521739131	0.7380952380952381	0.6320754716981132	0.6881720430107527	0.7692307692307693	0.8414634146341463	0.6842105263157895	0.6886792452830188	0.8089887640449438	0.826530612244898	0.7857142857142857	0.8260869565217391	0.8288288288288288	0.9222222222222223	0.7311827956989247	0.7586206896551724	0.7386363636363636	0.8099173553719008	0.8348623853211009	0.7789473684210526	0.7714285714285715	0.7159090909090909	0.75	0.8518518518518519	0.6851851851851852
L72	0.835820895522388	0.7605633802816901	0.8923076923076924	0.8235294117647058	0.7564102564102564	0.8714285714285714	0.7669902912621359	0.8555555555555555	0.7702702702702703	0.8292682926829268	0.782051282051282	0.8390804597701149	0.7692307692307693	0.6923076923076923	0.8	0.7575757575757576	0.8518518518518519	0.7323943661971831	0.8317757009345794	0.8108108108108109	0.8351648351648352	0.7808219178082192	0.8181818181818182	0.6867469879518072	0.8153846153846154	0.9120879120879121	0.6111111111111112	0.9009009009009009	0.8072289156626506	0.8545454545454545	0.855072463768116	0.8	0.8448275862068966	0.9113924050632911	0.7123287671232876	0.8615384615384616	0.8089887640449438	0.7951807228915663	0.8706896551724138	0.7941176470588235	0.826530612244898	0.6883116883116883	0.7717391304347826	0.75	0.8842105263157894	0.7662337662337663	0.6666666666666666	0.8947368421052632	0.7142857142857143	0.8191489361702128	0.8032786885245902	0.7425742574257426	0.6388888888888888	0.7121212121212122	0.7619047619047619	0.7777777777777778	0.7313432835820896	0.7216494845360825	0.7323943661971831	0.7205882352941176	0.7037037037037037	0.7536231884057971	0.6714285714285714	0.6285714285714286	0.788235294117647	0.7205882352941176	0.7142857142857143	0.725	0.6933333333333334	0.7575757575757576	0.8	0.7083333333333334	0.7272727272727273	0.7246376811594203	0.7704918032786885	0.7093023255813954	0.7681159420289855	0.8461538461538461	0.75	0.7605633802816901	0.8507462686567164	0.8541666666666666	0.7894736842105263	0.7971014492753623	0.7402597402597403	0.835820895522388	0.7307692307692307	0.7567567567567568	0.7936507936507936	0.8571428571428571	0.7536231884057971	0.8208955223880597	0.847457627118644	0.7721518987341772	0.8714285714285714	0.7538461538461538	0.7671232876712328	0.7582417582417582	0.7317073170731707	0.7176470588235294	0.7846153846153846	0.8301886792452831	0.7105263157894737	0.75	0.8507462686567164	0.96875	0.8405797101449275	0.8349514563106796	0.7272727272727273	0.6447368421052632	0.7663551401869159	0.0	0.7176470588235294	0.6582278481012658	0.7076923076923077	0.6774193548387096	0.7012987012987013	0.7529411764705882	0.8225806451612904	0.6266666666666667	0.7419354838709677	0.746268656716418	0.76	0.8850574712643678	0.7887323943661971	0.9090909090909091	0.8970588235294118	0.8148148148148148	0.7536231884057971	0.7638888888888888	0.8490566037735849	0.8333333333333334	0.6571428571428571	0.8369565217391305	0.7534246575342466	0.7738095238095238	0.7966101694915254	0.7628865979381443
