	L1	L10	L100	L101	L102	L103	L104	L105	L106	L107	L108	L109	L11	L110	L111	L112	L113	L114	L115	L116	L117	L118	L119	L12	L120	L121	L122	L123	L124	L125	L126	L127	L128	L129	L13	L130	L131	L132	L133	L134	L135	L136	L137	L138	L139	L14	L140	L141	L142	L143	L144	L15	L16	L17	L18	L19	L2	L20	L21	L22	L23	L24	L25	L26	L27	L28	L29	L3	L30	L31	L32	L33	L34	L35	L36	L37	L38	L39	L40	L41	L42	L43	L44	L45	L46	L48	L49	L5	L50	L51	L53	L54	L55	L56	L57	L58	L59	L6	L60	L61	L62	L63	L64	L65	L66	L67	L68	L69	L7	L70	L71	L72	L73	L75	L76	L77	L78	L79	L8	L80	L81	L82	L84	L85	L86	L87	L88	L89	L9	L90	L91	L93	L94	L95	L96	L97	L98	L99
L127	0.9069767441860465	0.7906976744186046	0.9	0.8070175438596491	0.8229166666666666	0.8690476190476191	0.8278688524590164	0.8773584905660378	0.8111111111111111	0.8235294117647058	0.8315789473684211	0.7684210526315789	0.7368421052631579	0.7831325301204819	0.76	0.7901234567901234	0.8152173913043478	0.8089887640449438	0.7410714285714286	0.8314606741573034	0.78	0.8202247191011236	0.7570093457943925	0.7745098039215687	0.9058823529411765	0.826530612244898	0.7526881720430108	0.7787610619469026	0.8383838383838383	0.7543859649122807	0.8690476190476191	0.0	0.9078947368421053	0.8409090909090909	0.8541666666666666	0.8461538461538461	0.7422680412371134	0.84	0.8145161290322581	0.8470588235294118	0.8303571428571429	0.7938144329896907	0.7475728155339806	0.8222222222222222	0.7920792079207921	0.8315789473684211	0.8041237113402062	0.8360655737704918	0.7674418604651163	0.7788461538461539	0.8734177215189873	0.7456140350877193	0.8	0.7976190476190477	0.7878787878787878	0.7884615384615384	0.8390804597701149	0.7931034482758621	0.8478260869565217	0.8295454545454546	0.7395833333333334	0.8539325842696629	0.7752808988764045	0.7272727272727273	0.797979797979798	0.8295454545454546	0.872093023255814	0.82	0.7472527472527473	0.8220338983050848	0.8674698795180723	0.8021978021978022	0.8372093023255814	0.8045977011494253	0.8333333333333334	0.8348623853211009	0.8901098901098901	0.8602150537634409	0.7916666666666666	0.8314606741573034	0.8518518518518519	0.8	0.8631578947368421	0.8072289156626506	0.8105263157894737	0.8809523809523809	0.7894736842105263	0.875	0.85	0.8	0.8409090909090909	0.8823529411764706	0.7936507936507936	0.8469387755102041	0.8554216867469879	0.8452380952380952	0.8222222222222222	0.7475728155339806	0.8235294117647058	0.8095238095238095	0.9080459770114943	0.8333333333333334	0.7872340425531915	0.7757009345794392	0.9186046511627907	0.9487179487179487	0.8433734939759037	0.8275862068965517	0.8367346938775511	0.7731958762886598	0.7768595041322314	0.8	0.7980769230769231	0.78	0.8235294117647058	0.7247706422018348	0.7659574468085106	0.78	0.8589743589743589	0.81	0.7798165137614679	0.8636363636363636	0.8645833333333334	0.8350515463917526	0.8409090909090909	0.8518518518518519	0.9166666666666666	0.8210526315789474	0.8409090909090909	0.8068181818181818	0.8205128205128205	0.8584905660377359	0.8172043010752689	0.8173076923076923	0.7701149425287356	0.81	0.8987341772151899	0.7636363636363637
L128	0.8333333333333334	0.8461538461538461	0.9259259259259259	0.9154929577464789	0.8260869565217391	0.8387096774193549	0.88	0.9285714285714286	0.8571428571428571	0.9368421052631579	0.7906976744186046	0.8846153846153846	0.8666666666666667	0.8	0.8793103448275862	0.78125	0.9130434782608695	0.7631578947368421	0.8918918918918919	0.9024390243902439	0.8947368421052632	0.8205128205128205	0.9117647058823529	0.8	0.8275862068965517	0.88	0.8125	0.9605263157894737	0.8085106382978723	0.8933333333333333	0.8387096774193549	0.9078947368421053	0.0	0.925	0.7857142857142857	0.7083333333333334	0.8545454545454545	0.86	0.926829268292683	0.8529411764705882	0.9253731343283582	0.8627450980392157	0.8709677419354839	0.825	0.9672131147540983	0.7906976744186046	0.8125	0.922077922077922	0.7948717948717948	0.8852459016393442	0.9655172413793104	0.9090909090909091	0.8043478260869565	0.8	0.8703703703703703	0.9016393442622951	0.7647058823529411	0.875	0.8809523809523809	0.7777777777777778	0.8301886792452831	0.7352941176470589	0.7804878048780488	0.8222222222222222	0.8235294117647058	0.7058823529411765	0.7741935483870968	0.8653846153846154	0.8043478260869565	0.8888888888888888	0.7931034482758621	0.8888888888888888	0.7941176470588235	0.75	0.7692307692307693	0.8275862068965517	0.9230769230769231	0.8809523809523809	0.86	0.875	0.9032258064516129	0.9016393442622951	0.8333333333333334	0.75	0.8979591836734694	0.8709677419354839	0.9230769230769231	0.8048780487804879	0.9	0.9833333333333333	0.925	0.8	0.9186046511627907	0.8	0.9090909090909091	0.9444444444444444	0.7948717948717948	0.8709677419354839	0.8703703703703703	0.9	0.8387096774193549	0.9342105263157895	0.8297872340425532	0.8571428571428571	0.9032258064516129	0.85	0.7666666666666667	0.9	0.8043478260869565	0.8235294117647058	0.9012345679012346	0.8448275862068966	0.8214285714285714	0.8333333333333334	0.8611111111111112	0.8888888888888888	0.8367346938775511	0.9322033898305084	0.6956521739130435	0.8461538461538461	0.8615384615384616	0.7941176470588235	0.8888888888888888	0.8979591836734694	0.8378378378378378	0.9516129032258065	1.0	0.8958333333333334	0.7714285714285715	0.7567567567567568	0.9324324324324325	0.8928571428571429	0.7857142857142857	0.9333333333333333	0.8292682926829268	0.9090909090909091	0.782608695652174	0.8840579710144928
L129	0.851063829787234	0.7924528301886793	0.8571428571428571	0.7692307692307693	0.8412698412698413	0.8043478260869565	0.9042553191489362	0.8208955223880597	0.7818181818181819	0.8990825688073395	0.8548387096774194	0.7777777777777778	0.7317073170731707	0.8703703703703703	0.8	0.8846153846153846	0.8103448275862069	0.8620689655172413	0.8390804597701149	0.7924528301886793	0.71875	0.9166666666666666	0.7922077922077922	0.8513513513513513	0.8958333333333334	0.7288135593220338	0.8484848484848485	0.8735632183908046	0.8636363636363636	0.813953488372093	0.8775510204081632	0.8409090909090909	0.925	0.0	0.90625	0.7804878048780488	0.7384615384615385	0.8823529411764706	0.8494623655913979	0.84	0.8481012658227848	0.8507462686567164	0.8133333333333334	0.8421052631578947	0.8611111111111112	0.873015873015873	0.8484848484848485	0.7560975609756098	0.8214285714285714	0.8082191780821918	0.8863636363636364	0.8924731182795699	0.8787878787878788	0.8269230769230769	0.9041095890410958	0.8533333333333334	0.8909090909090909	0.9130434782608695	0.9354838709677419	0.875	0.8428571428571429	0.8928571428571429	0.8103448275862069	0.8571428571428571	0.803030303030303	0.8113207547169812	0.86	0.8695652173913043	0.8787878787878788	0.8620689655172413	0.875	0.8688524590163934	0.8461538461538461	0.7924528301886793	0.9148936170212766	0.8987341772151899	0.8909090909090909	0.7777777777777778	0.8823529411764706	0.8571428571428571	0.8723404255319149	0.7352941176470589	0.8852459016393442	0.7959183673469388	0.8769230769230769	0.7142857142857143	0.828125	0.8666666666666667	0.8444444444444444	0.7692307692307693	0.8727272727272727	0.8775510204081632	0.845360824742268	0.859375	0.8541666666666666	0.8823529411764706	0.8	0.8289473684210527	0.918918918918919	0.9102564102564102	0.9	0.9010989010989011	0.8253968253968254	0.8333333333333334	0.9183673469387755	0.95	0.9019607843137255	0.8433734939759037	0.8787878787878788	0.8714285714285714	0.7727272727272727	0.9113924050632911	0.8028169014084507	0.8115942028985508	0.8461538461538461	0.8214285714285714	0.8656716417910447	0.7941176470588235	0.9111111111111111	0.855072463768116	0.7922077922077922	0.8461538461538461	0.9047619047619048	0.8412698412698413	0.9122807017543859	0.8	0.9375	0.7796610169491526	0.8301886792452831	0.8181818181818182	0.8735632183908046	0.7538461538461538	0.8888888888888888	0.7424242424242424	0.8448275862068966	0.803030303030303	0.8809523809523809	0.8
L13	0.7346938775510204	0.7586206896551724	0.9019607843137255	0.8314606741573034	0.734375	0.8545454545454545	0.7093023255813954	0.8987341772151899	0.7903225806451613	0.8869565217391304	0.8382352941176471	0.8513513513513513	0.782608695652174	0.6981132075471698	0.8051948051948052	0.8	0.8840579710144928	0.7457627118644068	0.7888888888888889	0.7796610169491526	0.8607594936708861	0.6727272727272727	0.8522727272727273	0.6714285714285714	0.8490566037735849	0.9078947368421053	0.6875	0.9292929292929293	0.8309859154929577	0.8541666666666666	0.8113207547169812	0.8541666666666666	0.7857142857142857	0.90625	0.0	0.8163265306122449	0.8311688311688312	0.7647058823529411	0.776595744680851	0.8214285714285714	0.875	0.7681159420289855	0.8452380952380952	0.6545454545454545	0.9285714285714286	0.765625	0.7272727272727273	0.865979381443299	0.7017543859649122	0.782051282051282	0.8823529411764706	0.7528089887640449	0.7384615384615385	0.7222222222222222	0.7605633802816901	0.8395061728395061	0.7222222222222222	0.7294117647058823	0.8064516129032258	0.7543859649122807	0.7638888888888888	0.7931034482758621	0.7377049180327869	0.6885245901639344	0.8082191780821918	0.7090909090909091	0.673469387755102	0.8378378378378378	0.6774193548387096	0.7840909090909091	0.7346938775510204	0.6949152542372882	0.7169811320754716	0.6415094339622641	0.7446808510638298	0.6428571428571429	0.7678571428571429	0.8787878787878788	0.782608695652174	0.7796610169491526	0.8490566037735849	0.8809523809523809	0.711864406779661	0.7115384615384616	0.7910447761194029	0.8727272727272727	0.7794117647058824	0.711864406779661	0.8461538461538461	0.9	0.8135593220338984	0.8333333333333334	0.8571428571428571	0.7910447761194029	0.8545454545454545	0.8181818181818182	0.6785714285714286	0.8024691358024691	0.7777777777777778	0.6521739130434783	0.875	0.8260869565217391	0.7384615384615385	0.7307692307692307	0.8490566037735849	0.9361702127659575	0.8571428571428571	0.8571428571428571	0.7941176470588235	0.6190476190476191	0.7391304347826086	0.7123287671232876	0.7083333333333334	0.7142857142857143	0.6923076923076923	0.7701149425287356	0.6	0.8461538461538461	0.7608695652173914	0.7205882352941176	0.7530864197530864	0.8275862068965517	0.8153846153846154	0.9054054054054054	0.7931034482758621	0.9545454545454546	0.9272727272727272	0.8235294117647058	0.6792452830188679	0.7833333333333333	0.8351648351648352	0.8875	0.7419354838709677	0.8625	0.75	0.84	0.8043478260869565	0.7906976744186046
L130	0.8333333333333334	0.7317073170731707	0.8387096774193549	0.8169014084507042	0.78	0.8055555555555556	0.8481012658227848	0.9193548387096774	0.7209302325581395	0.92	0.82	0.8181818181818182	0.8051948051948052	0.8048780487804879	0.8	0.7567567567567568	0.8367346938775511	0.7441860465116279	0.8133333333333334	0.8181818181818182	0.8135593220338984	0.7674418604651163	0.8088235294117647	0.8032786885245902	0.8611111111111112	0.7884615384615384	0.7924528301886793	0.925	0.8113207547169812	0.8311688311688312	0.7352941176470589	0.8461538461538461	0.7083333333333334	0.7804878048780488	0.8163265306122449	0.0	0.8135593220338984	0.8363636363636363	0.8690476190476191	0.7567567567567568	0.855072463768116	0.8181818181818182	0.796875	0.7441860465116279	0.90625	0.7959183673469388	0.7924528301886793	0.8607594936708861	0.7142857142857143	0.8095238095238095	0.9117647058823529	0.9036144578313253	0.8301886792452831	0.7435897435897436	0.8852459016393442	0.84375	0.8048780487804879	0.8108108108108109	0.92	0.813953488372093	0.85	0.7804878048780488	0.6744186046511628	0.7755102040816326	0.7818181818181819	0.725	0.7837837837837838	0.8620689655172413	0.7843137254901961	0.8552631578947368	0.8	0.8367346938775511	0.7027027027027027	0.7	0.78125	0.828125	0.9111111111111111	0.8260869565217391	0.8363636363636363	0.8181818181818182	0.8611111111111112	0.8615384615384616	0.88	0.6944444444444444	0.8490566037735849	0.7272727272727273	0.8113207547169812	0.8085106382978723	0.8235294117647058	0.8852459016393442	0.8636363636363636	0.8378378378378378	0.8372093023255814	0.7551020408163265	0.868421052631579	0.9285714285714286	0.7441860465116279	0.7580645161290323	0.8852459016393442	0.8939393939393939	0.868421052631579	0.9397590361445783	0.8076923076923077	0.855072463768116	0.8611111111111112	0.8888888888888888	0.7428571428571429	0.8493150684931506	0.8076923076923077	0.7592592592592593	0.8433734939759037	0.8615384615384616	0.8032786885245902	0.7931034482758621	0.8	0.8082191780821918	0.7924528301886793	0.8524590163934426	0.7241379310344828	0.8035714285714286	0.7910447761194029	0.8	0.8823529411764706	0.8269230769230769	0.7804878048780488	0.9090909090909091	0.9459459459459459	0.8461538461538461	0.75	0.7380952380952381	0.8533333333333334	0.8688524590163934	0.84	0.8360655737704918	0.7777777777777778	0.864406779661017	0.7037037037037037	0.8493150684931506
L131	0.84375	0.7272727272727273	0.8666666666666667	0.7916666666666666	0.7922077922077922	0.8461538461538461	0.77	0.7926829268292683	0.7746478873239436	0.8135593220338984	0.7534246575342466	0.7875	0.7216494845360825	0.7727272727272727	0.6835443037974683	0.7619047619047619	0.7464788732394366	0.8055555555555556	0.7127659574468085	0.7076923076923077	0.725	0.8666666666666667	0.7159090909090909	0.7037037037037037	0.8412698412698413	0.7662337662337663	0.7848101265822784	0.82	0.782051282051282	0.7422680412371134	0.8461538461538461	0.7422680412371134	0.8545454545454545	0.7384615384615385	0.8311688311688312	0.8135593220338984	0.0	0.8292682926829268	0.8130841121495327	0.835820895522388	0.8064516129032258	0.8024691358024691	0.8152173913043478	0.7887323943661971	0.8275862068965517	0.7866666666666666	0.7848101265822784	0.8380952380952381	0.7536231884057971	0.7701149425287356	0.9047619047619048	0.7448979591836735	0.7792207792207793	0.7727272727272727	0.7804878048780488	0.8222222222222222	0.8088235294117647	0.8	0.8831168831168831	0.7971014492753623	0.7215189873417721	0.8285714285714286	0.8133333333333334	0.7567567567567568	0.7468354430379747	0.7230769230769231	0.7777777777777778	0.7901234567901234	0.7123287671232876	0.7604166666666666	0.8253968253968254	0.7972972972972973	0.7301587301587301	0.7076923076923077	0.8166666666666667	0.8111111111111111	0.8428571428571429	0.7887323943661971	0.8	0.782608695652174	0.859375	0.7228915662650602	0.7777777777777778	0.8382352941176471	0.7922077922077922	0.8253968253968254	0.7662337662337663	0.8108108108108109	0.819672131147541	0.7951807228915663	0.8450704225352113	0.75	0.7777777777777778	0.8227848101265823	0.8461538461538461	0.8507462686567164	0.7164179104477612	0.6707317073170732	0.8235294117647058	0.8202247191011236	0.8636363636363636	0.8461538461538461	0.7466666666666667	0.7666666666666667	0.8939393939393939	0.9122807017543859	0.8125	0.7916666666666666	0.810126582278481	0.7625	0.6938775510204082	0.8089887640449438	0.7195121951219512	0.6923076923076923	0.7878787878787878	0.7204301075268817	0.7692307692307693	0.7560975609756098	0.85	0.8072289156626506	0.7849462365591398	0.8235294117647058	0.8441558441558441	0.7922077922077922	0.8450704225352113	0.8571428571428571	0.9242424242424242	0.7894736842105263	0.7575757575757576	0.7681159420289855	0.8080808080808081	0.8117647058823529	0.8	0.7439024390243902	0.7391304347826086	0.7926829268292683	0.864406779661017	0.7789473684210526
L132	0.8666666666666667	0.7419354838709677	0.8301886792452831	0.7912087912087912	0.7014925373134329	0.7894736842105263	0.6853932584269663	0.8795180722891566	0.7538461538461538	0.8347826086956521	0.8028169014084507	0.7866666666666666	0.7446808510638298	0.8095238095238095	0.8048780487804879	0.8387096774193549	0.8472222222222222	0.75	0.826530612244898	0.8181818181818182	0.8148148148148148	0.8208955223880597	0.8736842105263158	0.6438356164383562	0.8035714285714286	0.8289473684210527	0.7323943661971831	0.845360824742268	0.8133333333333334	0.7916666666666666	0.8103448275862069	0.84	0.86	0.8823529411764706	0.7647058823529411	0.8363636363636363	0.8292682926829268	0.0	0.8137254901960784	0.7586206896551724	0.8202247191011236	0.7183098591549296	0.8160919540229885	0.6885245901639344	0.8837209302325582	0.7857142857142857	0.75	0.8041237113402062	0.7301587301587301	0.8390804597701149	0.8545454545454545	0.7938144329896907	0.7777777777777778	0.7288135593220338	0.7792207792207793	0.7804878048780488	0.828125	0.7872340425531915	0.8888888888888888	0.7777777777777778	0.8414634146341463	0.8125	0.8142857142857143	0.7887323943661971	0.8227848101265823	0.796875	0.7321428571428571	0.7894736842105263	0.7945205479452054	0.7717391304347826	0.8666666666666667	0.7611940298507462	0.84375	0.8	0.7735849056603774	0.7530864197530864	0.7704918032786885	0.8571428571428571	0.7837837837837838	0.8529411764705882	0.8448275862068966	0.8636363636363636	0.71875	0.859375	0.8082191780821918	0.7407407407407407	0.7972972972972973	0.8115942028985508	0.8620689655172413	0.810126582278481	0.7540983606557377	0.7894736842105263	0.8333333333333334	0.7571428571428571	0.85	0.890625	0.6666666666666666	0.6962025316455697	0.7792207792207793	0.7926829268292683	0.8103448275862069	0.7872340425531915	0.7428571428571429	0.8068181818181818	0.7358490566037735	0.9230769230769231	0.7719298245614035	0.8421052631578947	0.7428571428571429	0.7083333333333334	0.7551020408163265	0.7951807228915663	0.7625	0.7368421052631579	0.8064516129032258	0.7978723404255319	0.7323943661971831	0.8571428571428571	0.7884615384615384	0.7763157894736842	0.8111111111111111	0.8253968253968254	0.7971014492753623	0.8082191780821918	0.7741935483870968	0.8863636363636364	0.8983050847457628	0.821917808219178	0.8125	0.765625	0.845360824742268	0.8271604938271605	0.746268656716418	0.8977272727272727	0.8260869565217391	0.76	0.803921568627451	0.7640449438202247
L133	0.8488372093023255	0.8152173913043478	0.8658536585365854	0.7522123893805309	0.7959183673469388	0.8764044943820225	0.7768595041322314	0.8518518518518519	0.8085106382978723	0.8380281690140845	0.8282828282828283	0.7676767676767676	0.7583333333333333	0.8351648351648352	0.7830188679245284	0.8426966292134831	0.8247422680412371	0.8673469387755102	0.773109243697479	0.7888888888888889	0.7171717171717171	0.8297872340425532	0.8305084745762712	0.7735849056603774	0.898876404494382	0.7368421052631579	0.7777777777777778	0.8373983739837398	0.8461538461538461	0.7647058823529411	0.8235294117647058	0.8145161290322581	0.926829268292683	0.8494623655913979	0.776595744680851	0.8690476190476191	0.8130841121495327	0.8137254901960784	0.0	0.788235294117647	0.8275862068965517	0.8155339805825242	0.7706422018348624	0.7666666666666667	0.8660714285714286	0.8163265306122449	0.8365384615384616	0.7647058823529411	0.7802197802197802	0.8214285714285714	0.8674698795180723	0.8253968253968254	0.8557692307692307	0.8351648351648352	0.8636363636363636	0.8303571428571429	0.8222222222222222	0.8114754098360656	0.89	0.851063829787234	0.822429906542056	0.8617021276595744	0.8712871287128713	0.8181818181818182	0.8411214953271028	0.8131868131868132	0.8275862068965517	0.839622641509434	0.7857142857142857	0.7796610169491526	0.8488372093023255	0.7741935483870968	0.8068181818181818	0.7613636363636364	0.8148148148148148	0.7777777777777778	0.8602150537634409	0.8315789473684211	0.79	0.8279569892473119	0.8863636363636364	0.8198198198198198	0.8229166666666666	0.8181818181818182	0.7959183673469388	0.8488372093023255	0.7755102040816326	0.8469387755102041	0.8588235294117647	0.8095238095238095	0.8111111111111111	0.8372093023255814	0.753968253968254	0.7835051546391752	0.8372093023255814	0.8539325842696629	0.7666666666666667	0.7706422018348624	0.8207547169811321	0.7850467289719626	0.8636363636363636	0.8114754098360656	0.8217821782178217	0.7636363636363637	0.8333333333333334	0.9518072289156626	0.9021739130434783	0.8151260504201681	0.8217821782178217	0.7474747474747475	0.7952755905511811	0.8706896551724138	0.7735849056603774	0.7549019607843137	0.8202247191011236	0.8	0.7263157894736842	0.8454545454545455	0.8674698795180723	0.8076923076923077	0.7787610619469026	0.8829787234042553	0.8125	0.8653846153846154	0.797752808988764	0.868421052631579	0.9213483146067416	0.78125	0.8111111111111111	0.7912087912087912	0.8373983739837398	0.8440366972477065	0.7894736842105263	0.8256880733944955	0.7692307692307693	0.819047619047619	0.8780487804878049	0.7181818181818181
L134	0.8888888888888888	0.75	0.8108108108108109	0.7894736842105263	0.7454545454545455	0.813953488372093	0.8352941176470589	0.9130434782608695	0.7647058823529411	0.8627450980392157	0.7358490566037735	0.7627118644067796	0.7951807228915663	0.7045454545454546	0.7301587301587301	0.7441860465116279	0.75	0.7346938775510204	0.8452380952380952	0.8	0.78125	0.803921568627451	0.8133333333333334	0.7727272727272727	0.8048780487804879	0.8360655737704918	0.7142857142857143	0.8536585365853658	0.7543859649122807	0.7901234567901234	0.725	0.8470588235294118	0.8529411764705882	0.84	0.8214285714285714	0.7567567567567568	0.835820895522388	0.7586206896551724	0.788235294117647	0.0	0.8243243243243243	0.7192982456140351	0.75	0.6521739130434783	0.8695652173913043	0.7818181818181819	0.7368421052631579	0.8604651162790697	0.6521739130434783	0.8142857142857143	0.8157894736842105	0.8352941176470589	0.8135593220338984	0.7872340425531915	0.8823529411764706	0.8285714285714286	0.8125	0.8148148148148148	0.8928571428571429	0.8431372549019608	0.796875	0.84	0.7735849056603774	0.7636363636363637	0.8095238095238095	0.7708333333333334	0.7674418604651163	0.7868852459016393	0.8135593220338984	0.8271604938271605	0.8372093023255814	0.75	0.7555555555555555	0.6666666666666666	0.6571428571428571	0.7611940298507462	0.8125	0.8301886792452831	0.7368421052631579	0.7755102040816326	0.8333333333333334	0.8450704225352113	0.8148148148148148	0.8043478260869565	0.7454545454545455	0.6842105263157895	0.8166666666666667	0.8148148148148148	0.8	0.7936507936507936	0.7111111111111111	0.8409090909090909	0.851063829787234	0.7222222222222222	0.7857142857142857	0.8478260869565217	0.6521739130434783	0.7681159420289855	0.7936507936507936	0.8260869565217391	0.7560975609756098	0.8571428571428571	0.6792452830188679	0.7205882352941176	0.7435897435897436	0.9142857142857143	0.7906976744186046	0.85	0.7931034482758621	0.75	0.7619047619047619	0.7941176470588235	0.7910447761194029	0.7619047619047619	0.782608695652174	0.8125	0.7368421052631579	0.8529411764705882	0.7837837837837838	0.7704918032786885	0.7972972972972973	0.7555555555555555	0.7735849056603774	0.8103448275862069	0.7391304347826086	0.8571428571428571	0.8536585365853658	0.8070175438596491	0.7659574468085106	0.6136363636363636	0.8674698795180723	0.8153846153846154	0.7058823529411765	0.8382352941176471	0.74	0.7704918032786885	0.696969696969697	0.8051948051948052
L135	0.8933333333333333	0.8227848101265823	0.8840579710144928	0.8207547169811321	0.8275862068965517	0.8333333333333334	0.831858407079646	0.851063829787234	0.8148148148148148	0.8174603174603174	0.8505747126436781	0.7954545454545454	0.7685185185185185	0.8	0.7444444444444445	0.8243243243243243	0.7901234567901234	0.8125	0.7962962962962963	0.8518518518518519	0.7386363636363636	0.8674698795180723	0.7157894736842105	0.7741935483870968	0.8450704225352113	0.8045977011494253	0.8068181818181818	0.8240740740740741	0.8571428571428571	0.8303571428571429	0.8	0.8303571428571429	0.9253731343283582	0.8481012658227848	0.875	0.855072463768116	0.8064516129032258	0.8202247191011236	0.8275862068965517	0.8243243243243243	0.0	0.7816091954022989	0.7959183673469388	0.7974683544303798	0.8191489361702128	0.8636363636363636	0.7647058823529411	0.8198198198198198	0.8125	0.7252747252747253	0.9014084507042254	0.8521739130434782	0.8295454545454546	0.75	0.8645833333333334	0.8144329896907216	0.8461538461538461	0.8378378378378378	0.9080459770114943	0.85	0.8043478260869565	0.8333333333333334	0.775	0.8117647058823529	0.8	0.85	0.8378378378378378	0.8369565217391305	0.788235294117647	0.8256880733944955	0.8783783783783784	0.8333333333333334	0.8133333333333334	0.7922077922077922	0.8732394366197183	0.8282828282828283	0.8888888888888888	0.8271604938271605	0.8202247191011236	0.8658536585365854	0.8767123287671232	0.8144329896907216	0.8452380952380952	0.8860759493670886	0.8409090909090909	0.7971014492753623	0.8314606741573034	0.8452380952380952	0.875	0.8152173913043478	0.8333333333333334	0.8947368421052632	0.7948717948717948	0.8666666666666667	0.8947368421052632	0.8378378378378378	0.8271604938271605	0.7708333333333334	0.8645833333333334	0.8367346938775511	0.9090909090909091	0.8482142857142857	0.8023255813953488	0.7628865979381443	0.9210526315789473	0.9076923076923077	0.8666666666666667	0.7373737373737373	0.7738095238095238	0.8131868131868132	0.7982456140350878	0.826530612244898	0.7608695652173914	0.7934782608695652	0.8441558441558441	0.7572815533980582	0.8202247191011236	0.7934782608695652	0.8529411764705882	0.8260869565217391	0.7920792079207921	0.8734177215189873	0.8863636363636364	0.8791208791208791	0.8625	0.8585858585858586	0.9333333333333333	0.7831325301204819	0.8481012658227848	0.8395061728395061	0.8558558558558559	0.8888888888888888	0.8620689655172413	0.7555555555555555	0.8292682926829268	0.7441860465116279	0.8985507246376812	0.7373737373737373
L136	0.8305084745762712	0.6833333333333333	0.8333333333333334	0.7666666666666667	0.7058823529411765	0.8333333333333334	0.7835051546391752	0.9195402298850575	0.71875	0.8362068965517241	0.7887323943661971	0.85	0.7473684210526316	0.711864406779661	0.7926829268292683	0.8032786885245902	0.8493150684931506	0.7142857142857143	0.8163265306122449	0.803030303030303	0.7875	0.8059701492537313	0.7865168539325843	0.6486486486486487	0.8070175438596491	0.8461538461538461	0.6417910447761194	0.8469387755102041	0.8157894736842105	0.8061224489795918	0.8135593220338984	0.7938144329896907	0.8627450980392157	0.8507462686567164	0.7681159420289855	0.8181818181818182	0.8024691358024691	0.7183098591549296	0.8155339805825242	0.7192982456140351	0.7816091954022989	0.0	0.7619047619047619	0.603448275862069	0.872093023255814	0.7887323943661971	0.6417910447761194	0.8181818181818182	0.65	0.813953488372093	0.8771929824561403	0.7835051546391752	0.7101449275362319	0.7333333333333333	0.7162162162162162	0.7831325301204819	0.7540983606557377	0.7634408602150538	0.7910447761194029	0.8	0.7692307692307693	0.7777777777777778	0.6666666666666666	0.7391304347826086	0.7948717948717948	0.7419354838709677	0.6666666666666666	0.7922077922077922	0.7285714285714285	0.7741935483870968	0.8103448275862069	0.7076923076923077	0.7903225806451613	0.746031746031746	0.8	0.7407407407407407	0.7540983606557377	0.8591549295774648	0.7702702702702703	0.765625	0.847457627118644	0.8117647058823529	0.7611940298507462	0.7666666666666667	0.7945205479452054	0.7222222222222222	0.6764705882352942	0.8142857142857143	0.8035714285714286	0.8414634146341463	0.7580645161290323	0.8135593220338984	0.8558558558558559	0.7945205479452054	0.8135593220338984	0.7796610169491526	0.7538461538461538	0.6835443037974683	0.7662337662337663	0.717948717948718	0.8135593220338984	0.8383838383838383	0.7101449275362319	0.7073170731707317	0.8275862068965517	0.9245283018867925	0.7758620689655172	0.8191489361702128	0.8133333333333334	0.6944444444444444	0.7575757575757576	0.6883116883116883	0.7804878048780488	0.7066666666666667	0.75	0.7872340425531915	0.7361111111111112	0.8313253012048193	0.8148148148148148	0.7297297297297297	0.7294117647058823	0.8461538461538461	0.8169014084507042	0.9	0.796875	0.875	0.9	0.8082191780821918	0.796875	0.8235294117647058	0.8585858585858586	0.8705882352941177	0.7313432835820896	0.8192771084337349	0.7575757575757576	0.810126582278481	0.8301886792452831	0.7528089887640449
